Brand,Model,Type
Tesla,Model Y,Crossover
Tesla,Model S,Sedan
Tesla,Model 3,Sedan
Tesla,Model X,SUV
Toyota,MR-S,Sedan
Toyota,2000GT,Sedan
Toyota,GT86,Sedan
Toyota,MR2,Sedan
Toyota,Paseo,Sedan
Toyota,Soarer,Sedan
Toyota,Solara,Sedan
Toyota,Supra,Sedan
Toyota,Zelas,Sedan
Toyota,Cross,Crossover
Toyota,Harrier,Crossover
Toyota,Highlander,Crossover
Toyota,Allex,Sedan
Toyota,Auris,Sedan
Toyota,Aygo,Sedan
Toyota,Blade,Sedan
Toyota,Celica,Sedan
Toyota,Corolla Sedan,Sedan
Toyota,Duet,Sedan
Toyota,Fun Cargo,Sedan
Toyota,IQ,Sedan
Toyota,Matrix,Sedan
Toyota,Opa,Sedan
Toyota,Passo,Sedan
Toyota,Porte,Sedan
Toyota,Prius C,Sedan
Toyota,Runx,Sedan
Toyota,Sera,Sedan
Toyota,Starlet,Sedan
Toyota,Urban Cruiser,Sedan
Toyota,Voltz,Sedan
Toyota,WiLL,Sedan
Toyota,Yaris,Sedan
Toyota,Hino,LCV
Toyota,LiteAce,LCV
Toyota,Granvia,Van
Toyota,Hiace,Van
Toyota,MasterAce,Van
Toyota,Regius,Van
Toyota,Sparky,Van
Toyota,Voxy,Van
Toyota,Alphard,MPV
Toyota,BB,MPV
Toyota,Corolla Spacio,MPV
Toyota,Fielder,MPV
Toyota,Gaia,MPV
Toyota,Innova,MPV
Toyota,Ipsum,MPV
Toyota,Isis,MPV
Toyota,Noah,MPV
Toyota,Picnic,MPV
Toyota,Previa,MPV
Toyota,Prius V,MPV
Toyota,Probox,MPV
Toyota,Ractis,MPV
Toyota,Raum,MPV
Toyota,Rumion,MPV
Toyota,Sienna,MPV
Toyota,Sienta,MPV
Toyota,Vellfire,MPV
Toyota,Verso,MPV
Toyota,Wish,MPV
Toyota,Dyna,SUV
Toyota,Hilux,SUV
Toyota,Land Cruiser SUV,SUV
Toyota,Tacoma,SUV
Toyota,Ai 300,Sedan
Toyota,Allion,Sedan
Toyota,Altezza,Sedan
Toyota,Aristo,Sedan
Toyota,Aurion,Sedan
Toyota,Avalon,Sedan
Toyota,Avanza,Sedan
Toyota,Avensis,Sedan
Toyota,Axio,Sedan
Toyota,Caldina,Sedan
Toyota,Camry,Sedan
Toyota,Carina,Sedan
Toyota,Cavalier,Sedan
Toyota,Celsior,Sedan
Toyota,Century,Sedan
Toyota,Chaser,Sedan
Toyota,Corolla,Sedan
Toyota,Corona,Sedan
Toyota,Cressida,Sedan
Toyota,Crown,Sedan
Toyota,Echo,Sedan
Toyota,Mark 2,Sedan
Toyota,Mark II Grande,Sedan
Toyota,Mark X,Sedan
Toyota,Origin,Sedan
Toyota,Premio,Sedan
Toyota,Prius,Sedan
Toyota,Progres,Sedan
Toyota,Pronard,Sedan
Toyota,Scepter,Sedan
Toyota,Soluna,Sedan
Toyota,Sprinter,Sedan
Toyota,Sprinter Carib,Sedan
Toyota,Succeed,Sedan
Toyota,Tercel,Sedan
Toyota,Venza,Sedan
Toyota,Verossa,Sedan
Toyota,Windom,Sedan
Toyota,Celstar,Sedan
Toyota,4Runner,SUV
Toyota,Blizzard,SUV
Toyota,C-HR,SUV
Toyota,Cami,SUV
Toyota,Corolla Cross,SUV
Toyota,FJ Cruiser,SUV
Toyota,Fortuner,SUV
Toyota,Land Cruiser,SUV
Toyota,Land Cruiser J70,SUV
Toyota,Mega Cruiser,SUV
Toyota,Prado,SUV
Toyota,RAV 4,SUV
Toyota,Rush,SUV
Toyota,Sequoia,SUV
Toyota,Vanguard,SUV
Toyota,Tundra,SUV
Toyota,Grand Hiace,Van
Toyota,TownAce,Van
Volkswagen,Eos,Sedan
Volkswagen,Beetle,Sedan
Volkswagen,Corrado,Sedan
Volkswagen,Crossfox,Crossover
Volkswagen,Arteon,Sedan
Volkswagen,E-Golf,Sedan
Volkswagen,GTI,Sedan
Volkswagen,Gol,Sedan
Volkswagen,Golf,Sedan
Volkswagen,Golf Plus,Sedan
Volkswagen,Golf R,Sedan
Volkswagen,ID.3,Sedan
Volkswagen,Lupo,Sedan
Volkswagen,Pointer,Sedan
Volkswagen,Scirocco,Sedan
Volkswagen,Caddy,LCV
Volkswagen,Crafter,LCV
Volkswagen,LT,LCV
Volkswagen,California,Van
Volkswagen,Caravelle,Van
Volkswagen,Multivan,Van
Volkswagen,T3 Caravelle,Van
Volkswagen,Transporter,Van
Volkswagen,Routan,MPV
Volkswagen,Sharan,MPV
Volkswagen,Suran,MPV
Volkswagen,Touran,MPV
Volkswagen,Amarok,SUV
Volkswagen,Saveiro,SUV
Volkswagen,Taro,SUV
Volkswagen,W12,Sedan
Volkswagen,1500,Sedan
Volkswagen,Bora,Sedan
Volkswagen,CC,Sedan
Volkswagen,E-Bora,Sedan
Volkswagen,E-lavida,Sedan
Volkswagen,Fox,Sedan
Volkswagen,Jetta,Sedan
Volkswagen,Lavida,Sedan
Volkswagen,Parati,Sedan
Volkswagen,Passat,Sedan
Volkswagen,Passat CC,Sedan
Volkswagen,Phaeton,Sedan
Volkswagen,Polo,Sedan
Volkswagen,Santana,Sedan
Volkswagen,Vento,Sedan
Volkswagen,Atlas,SUV
Volkswagen,ID.4,SUV
Volkswagen,ID.5,SUV
Volkswagen,ID.6,SUV
Volkswagen,Teramont,SUV
Volkswagen,Tiguan,SUV
Volkswagen,Touareg,SUV
Volkswagen,e-tharu,SUV
Volvo,780,Sedan
Volvo,C70,Sedan
Volvo,XC70,Crossover
Volvo,340,Sedan
Volvo,360,Sedan
Volvo,480,Sedan
Volvo,C30,Sedan
Volvo,V40,Sedan
Volvo,S,Sedan
Volvo,V,Sedan
Volvo,S40,Sedan
Volvo,S60,Sedan
Volvo,S70,Sedan
Volvo,S80,Sedan
Volvo,S90,Sedan
Volvo,V50,Sedan
Volvo,V60,Sedan
Volvo,V70,Sedan
Volvo,V90,Sedan
Volvo,140,Sedan
Volvo,164,Sedan
Volvo,240,Sedan
Volvo,260,Sedan
Volvo,440,Sedan
Volvo,460,Sedan
Volvo,66,Sedan
Volvo,740,Sedan
Volvo,760,Sedan
Volvo,850,Sedan
Volvo,940,Sedan
Volvo,960,Sedan
Volvo,P1800,Sedan
Volvo,XC,SUV
Volvo,XC60,SUV
Volvo,XC90,SUV
Zotye,Series E,Sedan
Zotye,Series Z,Sedan
Zotye,E20 EV,Sedan
Zotye,E200 EV,Sedan
Zotye,E30 EV,Sedan
Zotye,E300 EV,Sedan
Zotye,Z100,Sedan
Zotye,V10,MPV
Zotye,Z200,Sedan
Zotye,Z30,Sedan
Zotye,Z500,Sedan
Zotye,Z700,Sedan
Zotye,Domy X5,SUV
Zotye,Domy X7,SUV
Zotye,SR7,SUV
Zotye,SR9,SUV
Zotye,T300,SUV
Zotye,T500,SUV
Zotye,T600,SUV
Zotye,T700,SUV
Zotye,T800,SUV
Zotye,T900,SUV
ZXAUTO,Grand Tiger,SUV
ZXAUTO,Admiral,SUV
